RECEIVED_DATE,EMPLOYER_STATE_PROVINCE,PW_SOC_CODE,PW_SOC_TITLE,SOC_MAJOR_GROUP,PW_SKILL_LEVEL,PW_WAGE,WORKSITE_STATE,MINIMUM_EDUCATION,SUBMISSION_MONTH,SUBMISSION_YEAR,CASE_STATUS,PROCESSING_TIME_DAYS
2023-03-30,NORTH DAKOTA,51-3011,DELI ASSISTANT,51,Unknown,33405.0,NORTH DAKOTA,High School,3,2023,Denied,637
2023-03-30,NORTH DAKOTA,51-3011,DELI ASSISTANT,51,Unknown,33405.0,Unknown,High School,3,2023,Denied,637
2023-03-30,NORTH DAKOTA,51-3011,DELI ASSISTANT,51,Unknown,33405.0,NORTH DAKOTA,High School,3,2023,Denied,637
2023-03-30,NORTH DAKOTA,51-3011,DELI ASSISTANT,51,Unknown,33405.0,Unknown,High School,3,2023,Denied,637
2023-01-12,CALIFORNIA,53-3032.00,TRUCK DRIVER,53,Level II,20.75,CALIFORNIA,Unknown,1,2023,Denied,714
2023-02-06,UTAH,53-3032.00,Truck Driver,53,Level II,43846.0,UTAH,Unknown,2,2023,Denied,689
2023-03-30,NORTH DAKOTA,,DELI ASSISTANT,na,Unknown,33405.0,NORTH DAKOTA,High School,3,2023,Denied,637
2023-03-30,NORTH DAKOTA,,DELI ASSISTANT,na,Unknown,33405.0,NORTH DAKOTA,High School,3,2023,Denied,637
2023-05-01,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level III,133390.0,NEW JERSEY,Master's,5,2023,Denied,606
2023-04-12,FLORIDA,11-9051,Restaurant Manager,11,Level III,68245.0,FLORIDA,High School,4,2023,Denied,628
2023-04-24,NEW YORK,11-3012.00,Administrative Services Manager,11,Level IV,176238.0,NEW YORK,Bachelor's,4,2023,Denied,616
2023-05-26,CALIFORNIA,11-9021.00,Construction Managers,11,Level I,95597.0,CALIFORNIA,Bachelor's,5,2023,Denied,584
2023-05-31,NEW JERSEY,13-1111,MANAGEMENT ANALYST,13,Level II,97198.0,NEW JERSEY,Master's,5,2023,Denied,579
2023-05-15,CALIFORNIA,13-2051.00,Financial and Investment Analysts,13,Level IV,158434.0,CALIFORNIA,Master's,5,2023,Denied,595
2023-01-12,CALIFORNIA,15-1133,"Software Developers, Systems Software",15,Level II,130894.0,CALIFORNIA,Master's,1,2023,Denied,718
2023-01-11,CALIFORNIA,15-1133,"Software Developers, Systems Software",15,Level IV,184080.0,CALIFORNIA,Unknown,1,2023,Denied,719
2023-05-24,NEW JERSEY,15-1211.00,COMPUTER SYSTEMS ANALYST,15,Level II,95514.0,NEW JERSEY,Master's,5,2023,Denied,586
2023-01-12,CALIFORNIA,15-1252.00,Software Developers,15,Level II,141378.0,CALIFORNIA,Master's,1,2023,Denied,718
2023-02-01,NEW JERSEY,15-1252.00,"Software Developer, Applications",15,Level II,109283.0,NEW JERSEY,Bachelor's,2,2023,Denied,698
2023-04-05,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,4,2023,Denied,635
2023-04-14,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,4,2023,Denied,626
2023-04-20,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,4,2023,Denied,620
2023-05-05,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Denied,605
2023-05-25,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Denied,585
2023-05-22,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Denied,588
2023-05-24,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Denied,586
2023-05-31,TEXAS,17-2051,Civil Engineers,17,Level II,76669.0,TEXAS,Bachelor's,5,2023,Denied,579
2023-02-21,INDIANA,17-2051.00,Civil Engineer,17,Level IV,113984.0,INDIANA,Master's,2,2023,Denied,678
2023-01-12,CALIFORNIA,17-2072,"Electronics Engineers, Except Computer",17,Level II,124176.0,CALIFORNIA,Master's,1,2023,Denied,718
2023-03-06,PENNSYLVANIA,17-2112.03,Manufacturing Engineer,17,Level IV,113963.0,PENNSYLVANIA,Bachelor's,3,2023,Denied,665
2023-05-06,OHIO,19-3011,Economist,19,Level II,90147.0,OHIO,Doctorate,5,2023,Denied,604
2023-03-08,NEW JERSEY,35-2014,ChefCook,35,Level I,32427.0,NEW JERSEY,High School,3,2023,Denied,663
2023-03-08,NEW JERSEY,35-2014,ChefCook,35,Level I,32427.0,NEW JERSEY,High School,3,2023,Denied,663
2023-03-08,NEW JERSEY,35-2014,ChefCook,35,Level I,32427.0,NEW JERSEY,High School,3,2023,Denied,663
2023-03-08,NEW JERSEY,35-2014,ChefCook,35,Level I,32427.0,NEW JERSEY,High School,3,2023,Denied,663
2023-03-08,NEW JERSEY,35-2014,ChefCook,35,Level I,32427.0,NEW JERSEY,High School,3,2023,Denied,663
2023-03-08,NEW JERSEY,35-2014,ChefCook,35,Level I,32427.0,NEW JERSEY,High School,3,2023,Denied,663
2023-02-17,FLORIDA,35-2021.00,Food Preparation Workers,35,Level I,21507.0,FLORIDA,Unknown,2,2023,Denied,682
2023-03-13,OHIO,41-1011,Second Shift Manager,41,Level II,36858.0,OHIO,Associate's,3,2023,Denied,658
2023-03-03,FLORIDA,43-6014,OFFICE ASSISTANT,43,Level I,26894.0,FLORIDA,High School,3,2023,Denied,668
2023-03-30,NORTH DAKOTA,51-3011,DELI ASSISTANT,51,Unknown,33405.0,NORTH DAKOTA,High School,3,2023,Denied,641
2023-03-02,ALABAMA,53-3032,Truck Driver,53,Level III,43493.0,ALABAMA,Unknown,3,2023,Denied,669
2023-03-02,ALABAMA,53-3032,Truck Driver,53,Level III,43493.0,ALABAMA,Unknown,3,2023,Denied,669
2023-03-02,ALABAMA,53-3032,Truck Driver,53,Level III,43493.0,ALABAMA,Unknown,3,2023,Denied,669
2023-03-02,ALABAMA,53-3032,Truck Driver,53,Level III,43493.0,ALABAMA,Unknown,3,2023,Denied,669
2023-03-02,ALABAMA,53-3032,Truck Driver,53,Level III,43493.0,ALABAMA,Unknown,3,2023,Denied,669
2023-03-16,UTAH,53-3033,Light Truck Driver,53,Level II,31242.0,UTAH,High School,3,2023,Denied,655
2023-03-30,NORTH DAKOTA,,DELI ASSISTANT,na,Unknown,33405.0,Unknown,High School,3,2023,Denied,641
2021-01-26,WASHINGTON,15-1132,"Software Developers, Applications",15,Level II,113110.0,WASHINGTON,Master's,1,2021,Certified,1435
2021-02-10,TEXAS,39-9011,Childcare Workers,39,Level IV,28475.0,TEXAS,Associate's,2,2021,Certified,1423
2021-09-14,TEXAS,11-1021,General and Operations Managers,11,Level IV,127608.0,NEW HAMPSHIRE,Bachelor's,9,2021,Certified,1211
2022-03-18,MICHIGAN,15-1142,System Engineer,15,Level III,86050.0,MICHIGAN,Master's,3,2022,Denied,1026
2023-03-06,NEW YORK,11-9041,Property Management Operation Specialist,11,Level I,67954.0,NEW YORK,Associate's,3,2023,Denied,680
2023-03-09,MARYLAND,11-9051,Customer Experience Manager,11,Unknown,70540.0,MARYLAND,High School,3,2023,Denied,677
2022-10-06,OHIO,11-3011,MEDICAL AND HEALTH SERVICES MANAGERS,11,Level I,70491.0,OHIO,Master's,10,2022,Denied,831
2023-05-08,TENNESSEE,11-3021,Senior IT Technical Manager,11,Level IV,179192.0,FLORIDA,Bachelor's,5,2023,Denied,617
2023-05-23,NEW YORK,11-9021,Project Manager,11,Level III,178194.0,NEW YORK,Master's,5,2023,Denied,602
2023-05-22,INDIANA,11-9021,Construction Managers,11,Level IV,105456.0,INDIANA,Unknown,5,2023,Denied,603
2023-05-23,FLORIDA,11-2021,Business Development Specialist,11,Level III,124592.0,FLORIDA,Bachelor's,5,2023,Denied,602
2023-05-30,CALIFORNIA,11-2021,Marketing Director,11,Level II,126901.0,CALIFORNIA,Bachelor's,5,2023,Denied,595
2023-05-08,VIRGINIA,11-2022,Store Manager,11,Level I,68973.0,VIRGINIA,Bachelor's,5,2023,Denied,617
2023-03-24,NEW YORK,11-2022,SALES MANAGERS,11,Level III,180710.0,ILLINOIS,High School,3,2023,Denied,662
2023-03-23,CALIFORNIA,11-1021,GENERAL AND OPERATIONS MANAGERS,11,Level IV,166046.0,CALIFORNIA,Bachelor's,3,2023,Denied,663
2023-05-31,FLORIDA,11-1021,GENERAL AND OPERATIONS MANAGERS,11,Level I,73902.0,FLORIDA,Bachelor's,5,2023,Denied,594
2023-01-11,TEXAS,11-2022.00,Sales Managers,11,Level I,69722.0,TEXAS,Bachelor's,1,2023,Denied,734
2023-02-09,CALIFORNIA,13-1041.07,Regulatory Affairs Specialists,13,Level II,69285.0,CALIFORNIA,Unknown,2,2023,Denied,705
2023-05-08,TEXAS,13-1051.00,Cost Estimators,13,Level I,43701.0,TEXAS,High School,5,2023,Denied,617
2023-03-10,CALIFORNIA,13-1071.00,Assistant Personnel Recruiter,13,Level I,49670.0,CALIFORNIA,Other,3,2023,Denied,676
2023-02-07,OREGON,13-1082.00,Project Management Specialists,13,Level II,62920.0,TENNESSEE,Master's,2,2023,Denied,707
2023-05-15,TEXAS,13-1111,Management Analysts,13,Level II,83408.0,TEXAS,Master's,5,2023,Denied,610
2023-05-15,NEW JERSEY,13-1111,MANAGEMENT ANALYST,13,Level II,97198.0,NEW JERSEY,Master's,5,2023,Denied,610
2023-05-19,NEW JERSEY,13-1111,MANAGEMENT ANALYST,13,Level II,97198.0,NEW JERSEY,Master's,5,2023,Denied,606
2023-05-26,PENNSYLVANIA,13-1111.00,Management Analysts,13,Level III,115357.0,ILLINOIS,Bachelor's,5,2023,Denied,599
2023-03-01,WASHINGTON,13-1161,Market Research Analysts and Marketing Specialists,13,Level II,76003.0,WASHINGTON,Bachelor's,3,2023,Denied,685
2023-01-20,CALIFORNIA,13-2011,Accountants and Auditors,13,Level III,103355.0,TEXAS,Master's,1,2023,Denied,725
2023-05-23,CALIFORNIA,13-2011,Accountants and Auditors,13,Level II,72030.0,CALIFORNIA,Bachelor's,5,2023,Denied,602
2023-03-09,NEW YORK,13-2011,Accountant,13,Level II,87942.0,NEW YORK,Bachelor's,3,2023,Denied,677
2023-05-31,FLORIDA,13-2011,ACCOUNTANTS AND AUDITORS,13,Unknown,63648.0,FLORIDA,Bachelor's,5,2023,Denied,594
2023-05-02,CALIFORNIA,13-2011.00,Accountants and Auditors,13,Level IV,102731.0,CALIFORNIA,Bachelor's,5,2023,Denied,623
2023-04-21,FLORIDA,13-2041,Credit Analyst,13,Level I,22.39,FLORIDA,High School,4,2023,Denied,634
2023-05-02,MISSOURI,13-2099.01,Financial Quantitative Analyst,13,Level I,45427.0,MISSOURI,Bachelor's,5,2023,Denied,623
2023-03-06,TEXAS,15-1132,"Software Developers, Applications",15,Level I,69909.0,GEORGIA,Bachelor's,3,2023,Denied,680
2023-05-16,ILLINOIS,15-1132,"Software Developers, Applications",15,Level III,114067.0,ILLINOIS,Master's,5,2023,Denied,609
2023-05-22,MICHIGAN,15-1132,"Software Developers, Applications",15,Level III,101275.0,MICHIGAN,Master's,5,2023,Denied,603
2023-03-20,TEXAS,15-1211.00,Computer Systems Analysts,15,Level I,67080.0,TEXAS,Bachelor's,3,2023,Denied,666
2023-05-26,NEW JERSEY,15-1211.00,COMPUTER SYSTEMS ANALYST,15,Level II,95514.0,NEW JERSEY,Master's,5,2023,Denied,599
2023-05-17,SOUTH CAROLINA,15-1231.00,Network Support Specialist,15,Level II,47861.0,SOUTH CAROLINA,Bachelor's,5,2023,Denied,608
2023-05-31,WISCONSIN N/A,15-1232.00,Computer User Support Specialist,15,Level II,52250.0,WISCONSIN,Bachelor's,5,2023,Denied,594
2022-11-08,CALIFORNIA,15-1252.00,Software Developers,15,Level II,141378.0,CALIFORNIA,Master's,11,2022,Denied,798
2023-03-20,TEXAS,15-1252.00,Software Developers,15,Level I,80850.0,TEXAS,Bachelor's,3,2023,Denied,666
2023-05-03,UTAH,15-1252.00,Software Developers,15,Level I,72509.0,UTAH,Bachelor's,5,2023,Denied,622
2023-02-07,CALIFORNIA,15-1252.00,Software Developers,15,Level II,141378.0,CALIFORNIA,Master's,2,2023,Denied,707
2023-03-03,CALIFORNIA,15-1252.00,Software Developers,15,Level II,98904.0,TEXAS,Bachelor's,3,2023,Denied,683
2023-03-02,MISSOURI,15-1252.00,Software Developers,15,Level II,70886.0,MISSOURI,Bachelor's,3,2023,Denied,684
2023-03-02,MISSOURI,15-1252.00,Software Developers,15,Level I,54538.0,MISSOURI,Bachelor's,3,2023,Denied,684
2023-02-10,GEORGIA,15-1252.00,Software Developers,15,Level II,99008.0,GEORGIA,Master's,2,2023,Denied,704
2023-02-08,GEORGIA,15-1252.00,Software Developers,15,Level II,99008.0,GEORGIA,Master's,2,2023,Denied,706
2023-03-08,GEORGIA,15-1252.00,Senior Developer,15,Level III,114067.0,ILLINOIS,Bachelor's,3,2023,Denied,678
2023-05-11,VIRGINIA,15-1252.00,Software Developers,15,Level II,110240.0,VIRGINIA,Master's,5,2023,Denied,614
2023-05-05,"MISSOURI NRRM, LLC dba CarShield",15-1252.00,Software Developer,15,Level IV,122970.0,MISSOURI,Bachelor's,5,2023,Denied,620
2023-04-28,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,4,2023,Denied,627
2023-05-02,GEORGIA,15-1252.00,Software Developers,15,Level IV,123406.0,GEORGIA,Bachelor's,5,2023,Denied,623
2023-05-03,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Denied,622
2023-04-27,TEXAS,15-1252.00,SOFTWARE DEVELOPER,15,Level I,80850.0,TEXAS,Bachelor's,4,2023,Denied,628
2023-05-09,DISTRICT OF COLUMBIA,15-1252.00,Software Engineering  Lead Associate,15,Level III,133640.0,VIRGINIA,Master's,5,2023,Denied,616
2023-05-11,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Denied,614
2023-05-11,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Denied,614
2023-05-11,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Denied,614
2023-05-30,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Denied,595
2023-05-31,NEW JERSEY,15-1252.00,SOFTWARE DEVELOPER,15,Level II,109283.0,NEW JERSEY,Master's,5,2023,Denied,594
2023-05-15,TEXAS,15-1253.00,Software Quality Assurance Analysts and Testers,15,Level I,57470.0,TEXAS,Bachelor's,5,2023,Denied,610
2023-03-06,NORTH CAROLINA,15-2011.00,Actuaries,15,Level IV,167003.0,NORTH CAROLINA,Bachelor's,3,2023,Denied,680
2023-05-08,MISSOURI,15-2051.00,Data Scientist,15,Level II,78603.0,MISSOURI,Master's,5,2023,Denied,617
2023-05-09,COLORADO,15-2051.00,Data Scientists,15,Level II,87880.0,COLORADO,Master's,5,2023,Denied,616
2023-05-31,VIRGINIA,15-2051.01,Business Intelligence Analysts,15,Unknown,115928.0,VIRGINIA,Bachelor's,5,2023,Denied,594
2023-05-09,DISTRICT OF COLUMBIA,17-1011.00,Architectural Designer,17,Level II,77834.0,DISTRICT OF COLUMBIA,Master's,5,2023,Denied,616
2023-02-06,CALIFORNIA,17-2051,Civil Engineers,17,Level II,116438.0,CALIFORNIA,Master's,2,2023,Denied,708
2023-03-02,CALIFORNIA,17-2051.00,Civil Engineers,17,Level III,108971.0,CALIFORNIA,Master's,3,2023,Denied,684
2023-05-03,FLORIDA,17-2051.00,Assistant Project Manager,17,Level II,82451.0,INDIANA,Master's,5,2023,Denied,622
2023-03-20,OHIO,17-2051.02,Wastewater Engineer,17,Level IV,101712.0,OHIO,Master's,3,2023,Denied,666
2023-03-08,TEXAS,17-2112,Industrial Engineers,17,Level II,84718.0,TEXAS,Master's,3,2023,Denied,678
2023-05-23,TEXAS,17-2112.02,Industrial Engineers,17,Level III,103979.0,TEXAS,Master's,5,2023,Denied,602
2023-05-02,ILLINOIS,17-2112.03,Manufacturing Engineer,17,Level I,59488.0,IOWA,Bachelor's,5,2023,Denied,623
2023-05-31,NEW YORK,17-2141,Mechanical Engineers,17,Unknown,84260.0,NEW YORK,Master's,5,2023,Denied,594
2023-04-13,CALIFORNIA,19-3033.00,Director of Education,19,Level II,94349.0,CALIFORNIA,Master's,4,2023,Denied,642
2023-01-10,VIRGINIA,23-1011,Patent Attorney,23,Level II,148678.0,VIRGINIA,Other,1,2023,Denied,735
2023-05-31,FLORIDA,23-2011,Legal Assistant,23,Level IV,67309.0,FLORIDA,Bachelor's,5,2023,Denied,594
2023-02-04,FLORIDA,25-2021,PRESCHOOL ART TEACHER,25,Level II,56277.0,FLORIDA,Associate's,2,2023,Denied,710
2023-03-02,NORTH CAROLINA,27-1021,COMMERCIAL AND INDUSTRIAL DESIGNERS,27,Level II,52915.0,NORTH CAROLINA,Bachelor's,3,2023,Denied,684
2023-05-30,CALIFORNIA,27-2012.05,Technical DirectorsManagers,27,Level I,63898.0,CALIFORNIA,High School,5,2023,Denied,595
2023-05-12,PENNSYLVANIA,29-1021,Dentist,29,Level I,107640.0,PENNSYLVANIA,Doctorate,5,2023,Denied,613
2023-03-23,CALIFORNIA,29-1051,Pharmacist,29,Level I,105810.0,CALIFORNIA,Bachelor's,3,2023,Denied,663
2023-05-19,MASSACHUSETTS,29-1122,Occupational Therapists,29,Level II,105019.0,CALIFORNIA,Master's,5,2023,Denied,606
2023-05-04,CALIFORNIA,29-1291.00,acupuncturist,29,Level I,29806.0,CALIFORNIA,Master's,5,2023,Denied,621
2023-05-27,KENTUCKY,29-2021,Dental Hygienist,29,Level II,61506.0,KENTUCKY,Bachelor's,5,2023,Denied,598
2023-02-06,FLORIDA,29-2056,Veterinary Technologist and Technicians,29,Level II,24939.0,FLORIDA,Unknown,2,2023,Denied,708
2022-11-04,FLORIDA,29-9091.00,Athletic Trainers,29,Level IV,64090.0,FLORIDA,Master's,11,2022,Denied,802
2023-01-17,CALIFORNIA,31-1121.00,HOME HEALTH AIDES,31,Level I,29640.0,CALIFORNIA,High School,1,2023,Denied,728
2023-05-26,CALIFORNIA,31-1121.00,HOME HEALTH AIDES,31,Level I,29640.0,CALIFORNIA,High School,5,2023,Denied,599
2023-05-02,HAWAII,31-1131.00,Nursing Assistant,31,Level I,28912.0,HAWAII,High School,5,2023,Denied,623
2023-05-20,CALIFORNIA,31-2022.00,Physical Therapist Attendant,31,Level I,29120.0,CALIFORNIA,Unknown,5,2023,Denied,605
2023-03-13,CALIFORNIA,31-9091.00,Dental Assistant,31,Level II,41246.0,CALIFORNIA,Unknown,3,2023,Denied,673
2023-04-12,FLORIDA,35-1012,Food Service Supervisor,35,Level III,39208.0,FLORIDA,High School,4,2023,Denied,643
2023-04-16,TEXAS,35-2014,Mediterranean food Chef,35,Level IV,32.7,TEXAS,Unknown,4,2023,Denied,639
2023-01-11,CONNECTICUT Windham County,35-2014,"Cooks, Restaurant",35,Level I,29245.0,CONNECTICUT,Unknown,1,2023,Denied,734
2023-02-05,FLORIDA,35-2014,Cooket,35,Level III,34445.0,FLORIDA,Unknown,2,2023,Denied,709
2023-02-21,FLORIDA,35-2014.00,"Cooks, Restaurant",35,Level I,23566.0,FLORIDA,Unknown,2,2023,Denied,693
2023-02-06,FLORIDA,35-2014.00,"Cooks, Restaurant",35,Level III,34445.0,FLORIDA,Unknown,2,2023,Denied,708
2023-03-23,NEW YORK,35-2014.00,COOK,35,Level III,37606.0,NEW YORK,Unknown,3,2023,Denied,663
2023-05-08,FLORIDA Pinellas,37-2012.00,Housekeeper,37,Unknown,22090.0,FLORIDA,High School,5,2023,Denied,617
2023-05-08,FLORIDA Pinellas,37-2012.00,Housekeeper,37,Unknown,22090.0,FLORIDA,High School,5,2023,Denied,617
2023-05-08,FLORIDA Pinellas,37-2012.00,Housekeeper,37,Unknown,22090.0,FLORIDA,High School,5,2023,Denied,617
2023-05-08,FLORIDA Pinellas,37-2012.00,Housekeeper,37,Unknown,22090.0,FLORIDA,High School,5,2023,Denied,617
2023-05-08,FLORIDA Pinellas,37-2012.00,Housekeeper,37,Unknown,22090.0,FLORIDA,High School,5,2023,Denied,617
2023-01-10,CALIFORNIA,39-9011.01,NANNY,39,Level IV,49546.0,CALIFORNIA,Bachelor's,1,2023,Denied,735
2023-04-17,TEXAS,39-9011.01,Nannies,39,Level I,19136.0,TEXAS,High School,4,2023,Denied,638
2023-03-01,ARKANSAS,41-1011,Manager,41,Level I,40664.0,ARKANSAS,High School,3,2023,Denied,685
2023-02-21,FLORIDA,43-4081,"Hotel, Motel, and Resort Desk Clerks",43,Level I,21424.0,FLORIDA,Unknown,2,2023,Denied,693
2023-02-21,FLORIDA,43-4081,"Hotel, Motel, and Resort Desk Clerks",43,Level I,21424.0,FLORIDA,Unknown,2,2023,Denied,693
2023-05-25,NORTH CAROLINA,43-4171.00,Secretary Receptionist,43,Level III,400.0,NORTH CAROLINA,Associate's,5,2023,Denied,600
2023-03-06,FLORIDA,43-6011.00,Executive Secretaries and Executive Administrative Assistants,43,Level II,36691.0,FLORIDA,High School,3,2023,Denied,680
2023-05-12,FLORIDA,43-6014,ADMIN ASSISTANT,43,Level II,32032.0,FLORIDA,High School,5,2023,Denied,613
2023-04-25,ILLINOIS,43-6014.00,ADMISTRATIVE ASSISTANT,43,Level IV,52853.0,ILLINOIS,High School,4,2023,Denied,630
2023-05-23,CALIFORNIA,43-9021.00,Data Encoder,43,Level I,33770.0,CALIFORNIA,Unknown,5,2023,Denied,602
2023-05-10,SOUTH DAKOTA,45-2091,Agricultural Equipment Operators,45,Level III,43306.0,SOUTH DAKOTA,Unknown,5,2023,Denied,615
2023-04-14,FLORIDA,45-2092,first line supervisors of agricultural crop and horticultural,45,Level I,23400.0,FLORIDA,Unknown,4,2023,Denied,641
2023-03-23,CALIFORNIA,45-2093.00,"FARMWORKERS, FARM, RANCH, AND AQUACULTURAL ANIMALS",45,Level IV,43597.0,CALIFORNIA,Unknown,3,2023,Denied,663
2023-02-09,PUERTO RICO,47-1011,FIRST LINE SUPERVISOR OF CONSTRUCTION,47,Level IV,38480.0,PUERTO RICO,High School,2,2023,Denied,705
2023-03-09,NEW YORK,47-1011.00,Scaffolding Supervisor,47,Level IV,105500.0,NEW YORK,Unknown,3,2023,Denied,677
2023-05-01,WISCONSIN,49-1011,Factory Certified Installer and Service Technician,49,Level IV,86445.0,WISCONSIN,Unknown,5,2023,Denied,624
2023-03-02,ALABAMA,53-3032,Truck Driver,53,Level III,43493.0,ALABAMA,Unknown,3,2023,Denied,684
2023-03-02,ALABAMA,53-3032,Truck Driver,53,Level III,43493.0,ALABAMA,Unknown,3,2023,Denied,684
2023-03-02,ALABAMA,53-3032,Truck Driver,53,Level III,43493.0,ALABAMA,Unknown,3,2023,Denied,684
2023-03-02,ALABAMA,53-3032,Truck Driver,53,Level III,43493.0,ALABAMA,Unknown,3,2023,Denied,684
2023-03-02,ALABAMA,53-3032,Truck Driver,53,Level III,43493.0,ALABAMA,Unknown,3,2023,Denied,684
2023-05-08,FLORIDA,53-3033.00,Light Truck Drivers,53,Level II,16.43,FLORIDA,Unknown,5,2023,Denied,617
2023-05-02,NEVADA,53-3033.00,Light Truck Drivers,53,Level II,33488.0,NEVADA,High School,5,2023,Denied,623
2023-05-02,NEVADA,53-3033.00,Light Truck Drivers,53,Level II,33488.0,NEVADA,High School,5,2023,Denied,623
2023-04-06,MASSACHUSETTS,,0ZERO,na,Unknown,0.0,MASSACHUSETTS,Unknown,4,2023,Denied,649
2020-12-14,ILLINOIS,15-1199,Information Technology Project Managers,15,Level IV,111238.0,CALIFORNIA,Bachelor's,12,2020,Certified,1495
